lambda transmission
47268.966791021216 0.0
47305.524383280324 0.0
47342.081975539426 1.0
47378.63956779853 1.0
47415.197160057636 1.0
47451.75475231674 1.0
47488.31234457584 1.0
47524.86993683495 1.0
47561.42752909405 1.0
47597.98512135315 1.0
47634.54271361226 1.0
47671.10030587136 1.0
47707.65789813046 1.0
47744.215490389564 0.0
47780.77308264867 0.0
