lambda transmission
20724.4556216029 0.0
20775.881069795465 0.0
20827.30651798803 1.0
20878.731966180592 1.0
20930.157414373156 1.0
20981.582862565716 1.0
21033.00831075828 1.0
21084.433758950843 1.0
21135.859207143407 1.0
21187.28465533597 1.0
21238.710103528534 1.0
21290.135551721098 1.0
21341.560999913658 1.0
21392.98644810622 0.0
21444.411896298785 0.0
