lambda transmission
45917.33166301955 0.0
45952.843907151815 0.0
45988.35615128408 1.0
46023.86839541635 1.0
46059.38063954862 1.0
46094.89288368088 1.0
46130.405127813145 1.0
46165.91737194541 1.0
46201.42961607768 1.0
46236.94186020994 1.0
46272.45410434221 1.0
46307.966348474474 1.0
46343.47859260674 1.0
46378.990836739 0.0
46414.50308087127 0.0
