lambda transmission
38946.803839321066 0.0
38982.43677970471 0.0
39018.06972008835 1.0
39053.702660471994 1.0
39089.33560085564 1.0
39124.96854123928 1.0
39160.60148162292 1.0
39196.234422006564 1.0
39231.86736239021 1.0
39267.50030277385 1.0
39303.13324315749 1.0
39338.766183541135 1.0
39374.39912392478 1.0
39410.03206430842 0.0
39445.66500469206 0.0
