lambda transmission
12793.699571002278 0.0
12825.445723783921 0.0
12857.191876565565 1.0
12888.938029347208 1.0
12920.68418212885 1.0
12952.430334910494 1.0
12984.176487692139 1.0
13015.922640473782 1.0
13047.668793255425 1.0
13079.414946037068 1.0
13111.161098818711 1.0
13142.907251600354 1.0
13174.653404382 1.0
13206.399557163642 0.0
13238.145709945285 0.0
