lambda transmission
15731.72274776584 0.0
15770.75928063871 0.0
15809.795813511577 1.0
15848.832346384444 1.0
15887.868879257314 1.0
15926.905412130182 1.0
15965.94194500305 1.0
16004.978477875917 1.0
16044.015010748786 1.0
16083.051543621654 1.0
16122.088076494521 1.0
16161.124609367389 1.0
16200.161142240258 1.0
16239.197675113126 0.0
16278.234207985994 0.0
