lambda transmission
35478.573105765856 0.0
35582.00917896051 0.0
35685.44525215516 1.0
35788.88132534981 1.0
35892.31739854446 1.0
35995.75347173912 1.0
36099.18954493377 1.0
36202.62561812842 1.0
36306.06169132307 1.0
36409.49776451773 1.0
36512.93383771238 1.0
36616.36991090703 1.0
36719.80598410168 1.0
36823.24205729634 0.0
36926.67813049099 0.0
