lambda transmission
9937.219230110772 0.0
9961.877342344298 0.0
9986.535454577823 1.0
10011.193566811347 1.0
10035.851679044874 1.0
10060.509791278399 1.0
10085.167903511925 1.0
10109.82601574545 1.0
10134.484127978976 1.0
10159.1422402125 1.0
10183.800352446027 1.0
10208.458464679552 1.0
10233.116576913078 1.0
10257.774689146603 0.0
10282.432801380128 0.0
