lambda transmission
44929.02997583709 0.0
44963.77787218344 0.0
44998.5257685298 1.0
45033.27366487616 1.0
45068.02156122251 1.0
45102.769457568866 1.0
45137.51735391522 1.0
45172.265250261575 1.0
45207.013146607926 1.0
45241.761042954284 1.0
45276.50893930064 1.0
45311.25683564699 1.0
45346.00473199335 1.0
45380.7526283397 0.0
45415.50052468606 0.0
