lambda transmission
39282.4727299414 0.0
39318.41277818471 0.0
39354.352826428025 1.0
39390.29287467134 1.0
39426.23292291465 1.0
39462.17297115797 1.0
39498.11301940128 1.0
39534.05306764459 1.0
39569.993115887904 1.0
39605.93316413122 1.0
39641.87321237453 1.0
39677.81326061785 1.0
39713.75330886116 1.0
39749.69335710447 0.0
39785.633405347784 0.0
