lambda transmission
11670.618309799247 0.0
11699.57766044391 0.0
11728.537011088574 1.0
11757.496361733238 1.0
11786.455712377901 1.0
11815.415063022563 1.0
11844.374413667227 1.0
11873.33376431189 1.0
11902.293114956554 1.0
11931.252465601216 1.0
11960.21181624588 1.0
11989.171166890543 1.0
12018.130517535206 1.0
12047.089868179868 0.0
12076.049218824532 0.0
