lambda transmission
19793.928186643247 0.0
19843.044633756504 0.0
19892.161080869762 1.0
19941.27752798302 1.0
19990.393975096278 1.0
20039.51042220954 1.0
20088.626869322798 1.0
20137.743316436055 1.0
20186.859763549313 1.0
20235.976210662575 1.0
20285.092657775833 1.0
20334.20910488909 1.0
20383.32555200235 1.0
20432.441999115606 0.0
20481.558446228868 0.0
