lambda transmission
31021.151195718623 0.0
31111.591869758617 0.0
31202.032543798614 1.0
31292.47321783861 1.0
31382.913891878605 1.0
31473.354565918602 1.0
31563.7952399586 1.0
31654.235913998593 1.0
31744.67658803859 1.0
31835.117262078587 1.0
31925.55793611858 1.0
32015.99861015858 1.0
32106.439284198575 1.0
32196.87995823857 0.0
32287.320632278566 0.0
