lambda transmission
34538.581567733876 0.0
34639.27714081765 0.0
34739.97271390142 1.0
34840.668286985194 1.0
34941.36386006897 1.0
35042.05943315274 1.0
35142.75500623651 1.0
35243.450579320284 1.0
35344.14615240406 1.0
35444.84172548783 1.0
35545.5372985716 1.0
35646.232871655375 1.0
35746.92844473914 1.0
35847.62401782291 0.0
35948.319590906685 0.0
