lambda transmission
44282.008268454076 0.0
44316.25576131444 0.0
44350.50325417481 1.0
44384.75074703518 1.0
44418.99823989554 1.0
44453.24573275591 1.0
44487.49322561627 1.0
44521.74071847664 1.0
44555.98821133701 1.0
44590.235704197374 1.0
44624.48319705774 1.0
44658.730689918106 1.0
44692.978182778475 1.0
44727.22567563884 0.0
44761.47316849921 0.0
