lambda transmission
16471.282853164885 0.0
16512.154522775716 0.0
16553.026192386547 1.0
16593.89786199738 1.0
16634.76953160821 1.0
16675.64120121904 1.0
16716.512870829873 1.0
16757.384540440704 1.0
16798.25621005153 1.0
16839.127879662363 1.0
16879.999549273194 1.0
16920.871218884025 1.0
16961.742888494857 1.0
17002.614558105688 0.0
17043.48622771652 0.0
