lambda transmission
28620.22013298251 0.0
28703.661008005784 0.0
28787.101883029056 1.0
28870.54275805233 1.0
28953.9836330756 1.0
29037.424508098873 1.0
29120.865383122145 1.0
29204.306258145418 1.0
29287.74713316869 1.0
29371.188008191963 1.0
29454.628883215235 1.0
29538.06975823851 1.0
29621.510633261783 1.0
29704.951508285056 0.0
29788.392383308328 0.0
