lambda transmission
46927.37297434732 0.0
46963.666379586575 0.0
46999.95978482582 1.0
47036.253190065065 1.0
47072.54659530432 1.0
47108.84000054356 1.0
47145.13340578281 1.0
47181.42681102206 1.0
47217.7202162613 1.0
47254.013621500555 1.0
47290.3070267398 1.0
47326.60043197905 1.0
47362.8938372183 1.0
47399.18724245755 0.0
47435.48064769679 0.0
