lambda transmission
8081.365241405544 0.0
8101.418256892903 0.0
8121.471272380261 1.0
8141.52428786762 1.0
8161.5773033549785 1.0
8181.630318842337 1.0
8201.683334329697 1.0
8221.736349817054 1.0
8241.789365304414 1.0
8261.842380791772 1.0
8281.895396279131 1.0
8301.948411766489 1.0
8322.001427253848 1.0
8342.054442741206 0.0
8362.107458228566 0.0
