lambda transmission
11941.790179260292 0.0
11971.422412955728 0.0
12001.054646651162 1.0
12030.686880346597 1.0
12060.319114042033 1.0
12089.951347737468 1.0
12119.583581432902 1.0
12149.215815128337 1.0
12178.848048823773 1.0
12208.480282519207 1.0
12238.112516214642 1.0
12267.744749910076 1.0
12297.376983605513 1.0
12327.009217300947 0.0
12356.641450996382 0.0
