lambda transmission
10646.125538365372 0.0
10672.542723324093 0.0
10698.959908282817 1.0
10725.377093241541 1.0
10751.794278200263 1.0
10778.211463158987 1.0
10804.628648117709 1.0
10831.045833076432 1.0
10857.463018035156 1.0
10883.880202993878 1.0
10910.297387952602 1.0
10936.714572911324 1.0
10963.131757870047 1.0
10989.548942828771 0.0
11015.966127787493 0.0
