lambda transmission
23246.682534477506 0.0
23304.36661024544 0.0
23362.050686013376 1.0
23419.73476178131 1.0
23477.418837549245 1.0
23535.10291331718 1.0
23592.786989085114 1.0
23650.471064853045 1.0
23708.15514062098 1.0
23765.839216388915 1.0
23823.52329215685 1.0
23881.207367924784 1.0
23938.89144369272 1.0
23996.575519460654 0.0
24054.25959522859 0.0
