lambda transmission
39962.514483610845 0.0
39999.07671095175 0.0
40035.63893829266 1.0
40072.20116563357 1.0
40108.76339297447 1.0
40145.32562031538 1.0
40181.88784765628 1.0
40218.45007499719 1.0
40255.012302338095 1.0
40291.574529679005 1.0
40328.13675701991 1.0
40364.69898436082 1.0
40401.26121170172 1.0
40437.82343904263 0.0
40474.38566638353 0.0
