lambda transmission
42436.71598628066 0.0
42475.54189294697 0.0
42514.36779961328 1.0
42553.1937062796 1.0
42592.01961294591 1.0
42630.84551961222 1.0
42669.67142627854 1.0
42708.49733294485 1.0
42747.32323961116 1.0
42786.14914627748 1.0
42824.97505294379 1.0
42863.800959610104 1.0
42902.62686627642 1.0
42941.45277294273 0.0
42980.278679609044 0.0
