lambda transmission
12503.182707289763 0.0
12534.207974553508 0.0
12565.233241817255 1.0
12596.258509081003 1.0
12627.283776344748 1.0
12658.309043608495 1.0
12689.33431087224 1.0
12720.359578135987 1.0
12751.384845399733 1.0
12782.41011266348 1.0
12813.435379927227 1.0
12844.460647190972 1.0
12875.485914454719 1.0
12906.511181718464 0.0
12937.536448982211 0.0
