lambda transmission
17245.61023474006 0.0
17288.40331224562 0.0
17331.196389751178 1.0
17373.989467256735 1.0
17416.782544762296 1.0
17459.575622267854 1.0
17502.36869977341 1.0
17545.16177727897 1.0
17587.95485478453 1.0
17630.747932290087 1.0
17673.541009795645 1.0
17716.334087301206 1.0
17759.127164806763 1.0
17801.92024231232 0.0
17844.713319817878 0.0
