lambda transmission
41004.7142877603 0.0
41042.23003733739 0.0
41079.74578691448 1.0
41117.26153649157 1.0
41154.77728606866 1.0
41192.29303564575 1.0
41229.80878522284 1.0
41267.32453479993 1.0
41304.84028437702 1.0
41342.356033954115 1.0
41379.871783531205 1.0
41417.387533108296 1.0
41454.90328268539 1.0
41492.41903226248 0.0
41529.93478183957 0.0
