lambda transmission
8269.139261781944 0.0
8289.658217766513 0.0
8310.177173751084 1.0
8330.696129735656 1.0
8351.215085720225 1.0
8371.734041704796 1.0
8392.252997689367 1.0
8412.771953673937 1.0
8433.290909658508 1.0
8453.80986564308 1.0
8474.328821627649 1.0
8494.84777761222 1.0
8515.36673359679 1.0
8535.88568958136 0.0
8556.404645565932 0.0
