lambda transmission
32732.65282402777 0.0
32828.083298733385 0.0
32923.51377343901 1.0
33018.94424814463 1.0
33114.37472285025 1.0
33209.80519755587 1.0
33305.235672261486 1.0
33400.66614696711 1.0
33496.09662167273 1.0
33591.52709637835 1.0
33686.95757108397 1.0
33782.388045789594 1.0
33877.81852049521 1.0
33973.24899520083 0.0
34068.67946990645 0.0
