lambda transmission
13395.140999565334 0.0
13428.37956283969 0.0
13461.618126114045 1.0
13494.8566893884 1.0
13528.095252662755 1.0
13561.333815937112 1.0
13594.572379211468 1.0
13627.810942485823 1.0
13661.049505760178 1.0
13694.288069034534 1.0
13727.52663230889 1.0
13760.765195583246 1.0
13794.003758857601 1.0
13827.242322131957 0.0
13860.480885406312 0.0
