lambda transmission
47613.04713801195 0.0
47649.87084036153 0.0
47686.69454271111 1.0
47723.518245060695 1.0
47760.34194741028 1.0
47797.16564975987 1.0
47833.98935210945 1.0
47870.81305445903 1.0
47907.63675680861 1.0
47944.4604591582 1.0
47981.284161507785 1.0
48018.10786385737 1.0
48054.93156620695 1.0
48091.75526855654 0.0
48128.57897090612 0.0
