lambda transmission
13090.966719828373 0.0
13123.450508215044 0.0
13155.934296601716 1.0
13188.418084988387 1.0
13220.901873375058 1.0
13253.385661761728 1.0
13285.869450148399 1.0
13318.35323853507 1.0
13350.837026921741 1.0
13383.320815308412 1.0
13415.804603695084 1.0
13448.288392081753 1.0
13480.772180468424 1.0
13513.255968855095 0.0
13545.739757241767 0.0
