lambda transmission
48660.38902016926 0.0
48698.02273170845 0.0
48735.65644324764 1.0
48773.290154786824 1.0
48810.92386632601 1.0
48848.5575778652 1.0
48886.191289404385 1.0
48923.82500094357 1.0
48961.45871248276 1.0
48999.09242402195 1.0
49036.72613556113 1.0
49074.35984710032 1.0
49111.99355863951 1.0
49149.627270178695 0.0
49187.26098171789 0.0
