lambda transmission
47959.6321152754 0.0
47996.72386478451 0.0
48033.81561429361 1.0
48070.90736380272 1.0
48107.999113311824 1.0
48145.090862820936 1.0
48182.18261233004 1.0
48219.27436183915 1.0
48256.36611134825 1.0
48293.457860857365 1.0
48330.54961036647 1.0
48367.641359875575 1.0
48404.73310938468 1.0
48441.82485889379 0.0
48478.9166084029 0.0
