lambda transmission
43171.36268119928 0.0
43210.86072573834 0.0
43250.35877027741 1.0
43289.85681481648 1.0
43329.35485935554 1.0
43368.85290389461 1.0
43408.350948433676 1.0
43447.84899297274 1.0
43487.347037511805 1.0
43526.84508205087 1.0
43566.34312658994 1.0
43605.841171129 1.0
43645.33921566807 1.0
43684.83726020714 0.0
43724.3353047462 0.0
