lambda transmission
40654.3288359635 0.0
40691.52401330656 0.0
40728.719190649615 1.0
40765.91436799267 1.0
40803.109545335734 1.0
40840.30472267879 1.0
40877.49990002185 1.0
40914.69507736491 1.0
40951.89025470797 1.0
40989.085432051026 1.0
41026.28060939409 1.0
41063.475786737145 1.0
41100.67096408021 1.0
41137.86614142326 0.0
41175.061318766326 0.0
